,lemma,pos,token,annotation
1131,House,NNP,House,O
1132,",",",",",",O
1133,telling,VBG,telling,O
1134,him,PRP,him,O
1135,to,TO,to,O
1136,join,VB,join,O
1137,him,PRP,him,O
1138,at,IN,at,O
1139,Newcastle,NNP,Newcastle,O
1140,that,WDT,that,O
1141,same,JJ,same,O
1142,evening,NN,evening,O
1143,;,:,;,O
1144,so,CC,so,O
1145,there,EX,there,O
1146,wa,VBZ,was,O
1147,no,DT,no,O
1148,great,JJ,great,O
1149,length,NN,length,O
1150,of,IN,of,O
1151,time,NN,time,O
1152,for,IN,for,O
1153,him,PRP,him,O
1154,to,TO,to,O
1155,make,VB,make,O
1156,u,JJ,us,O
1157,known,VBN,known,O
1158,to,TO,to,O
1159,all,PDT,all,O
1160,the,DT,the,O
1161,stranger,NN,strangers,O
1162,before,IN,before,O
1163,he,PRP,he,O
1164,",",",",",",O
1165,too,RB,too,O
1166,",",",",",",O
1167,shook,VBD,shook,O
1168,u,JJ,us,O
1169,off,IN,off,O
1170,;,:,;,O
1171,and,CC,and,O
1172,we,PRP,we,O
1173,were,VBD,were,O
1174,left,VBN,left,O
1175,",",",",",",O
1176,two,CD,two,O
1177,lonely,RB,lonely,O
1178,young,JJ,young,O
1179,thing,NN,things,O
1180,(,(,(,O
1181,I,PRP,I,O
1182,wa,VBP,was,O
1183,not,RB,not,O
1184,eighteen,JJ,eighteen,O
1185,),),),O
1186,in,IN,in,O
1187,the,DT,the,O
1188,great,JJ,great,O
1189,old,JJ,old,O
1190,Manor,NNP,Manor,O
1191,House,NNP,House,O
1192,.,.,.,O
1193,It,PRP,It,O
1194,seems,VBZ,seems,O
1195,like,IN,like,O
1196,yesterday,NN,yesterday,O
1197,that,IN,that,O
1198,we,PRP,we,O
1199,drove,VBD,drove,O
1200,there,RB,there,O
1201,.,.,.,O
1202,We,PRP,We,O
1203,had,VBD,had,O
1204,left,VBN,left,O
1205,our,PRP$,our,O
1206,own,JJ,own,O
1207,dear,JJ,dear,O
1208,parsonage,NN,parsonage,O
1209,very,RB,very,O
1210,early,RB,early,O
1211,",",",",",",O
1212,and,CC,and,O
1213,we,PRP,we,O
1214,had,VBD,had,O
1215,both,DT,both,O
1216,cried,VBN,cried,O
1217,a,DT,as,O
1218,if,IN,if,O
1219,our,PRP$,our,O
1220,heart,NN,hearts,O
1221,would,MD,would,O
1222,break,VB,break,O
1223,",",",",",",O
1224,though,IN,though,O
1225,we,PRP,we,O
1226,were,VBD,were,O
1227,travelling,VBG,travelling,O
1228,in,IN,in,O
1229,my,PRP$,my,O
1230,lord,NN,lord,O
1231,'s,POS,'s,O
1232,carriage,NN,carriage,O
1233,",",",",",",O
1234,which,WDT,which,O
1235,I,PRP,I,O
1236,thought,VBD,thought,O
1237,so,RB,so,O
1238,much,JJ,much,O
1239,of,IN,of,O
1240,once,RB,once,O
1241,.,.,.,O
1242,And,CC,And,O
1243,now,RB,now,O
1244,it,PRP,it,O
1245,wa,VBZ,was,O
1246,long,RB,long,O
1247,past,JJ,past,O
1248,noon,NN,noon,O
1249,on,IN,on,O
1250,a,DT,a,O
1251,September,NNP,September,O
1252,day,NN,day,O
1253,",",",",",",O
1254,and,CC,and,O
1255,we,PRP,we,O
1256,stopped,VBD,stopped,O
1257,to,TO,to,O
1258,change,VB,change,O
1259,horse,NN,horses,O
1260,for,IN,for,O
1261,the,DT,the,O
1262,last,JJ,last,O
1263,time,NN,time,O
1264,at,IN,at,O
1265,a,DT,a,O
1266,little,JJ,little,O
1267,smoky,JJ,smoky,O
1268,town,NN,town,O
1269,",",",",",",O
1270,all,DT,all,O
1271,full,JJ,full,O
1272,of,IN,of,O
1273,collier,NN,colliers,O
1274,and,CC,and,O
1275,miner,NN,miners,O
1276,.,.,.,O
1277,Miss,NNP,Miss,O
1278,Rosamond,NNP,Rosamond,O
1279,had,VBD,had,O
1280,fallen,VBN,fallen,O
1281,asleep,RB,asleep,O
1282,",",",",",",O
1283,but,CC,but,O
1284,Mr.,NNP,Mr.,O
1285,Henry,NNP,Henry,O
1286,told,VBD,told,O
1287,me,PRP,me,O
1288,to,TO,to,O
1289,waken,VB,waken,O
1290,her,PRP,her,O
1291,",",",",",",O
1292,that,IN,that,O
1293,she,PRP,she,O
1294,might,MD,might,O
1295,see,VB,see,O
1296,the,DT,the,O
1297,park,NN,park,O
1298,and,CC,and,O
1299,the,DT,the,O
1300,Manor,NNP,Manor,O
1301,House,NNP,House,O
1302,a,DT,as,O
1303,we,PRP,we,O
1304,drove,VBD,drove,O
1305,up,RP,up,O
1306,.,.,.,O
1307,I,PRP,I,O
1308,thought,VBD,thought,O
1309,it,PRP,it,O
1310,rather,RB,rather,O
1311,a,DT,a,O
1312,pity,NN,pity,O
1313,;,:,;,O
1314,but,CC,but,O
1315,I,PRP,I,O
1316,did,VBD,did,O
1317,what,WP,what,O
1318,he,PRP,he,O
1319,bade,VBD,bade,O
1320,me,PRP,me,O
1321,",",",",",",O
1322,for,IN,for,O
1323,fear,NN,fear,O
1324,he,PRP,he,O
1325,should,MD,should,O
1326,complain,VB,complain,O
1327,of,IN,of,O
1328,me,PRP,me,O
1329,to,TO,to,O
1330,my,PRP$,my,O
1331,lord,NN,lord,O
1332,.,.,.,O
1333,We,PRP,We,O
1334,had,VBD,had,O
1335,left,VBN,left,O
1336,all,DT,all,O
1337,sign,NN,signs,O
1338,of,IN,of,O
1339,a,DT,a,O
1340,town,NN,town,O
1341,",",",",",",O
1342,or,CC,or,O
1343,even,RB,even,O
1344,a,DT,a,O
1345,village,NN,village,O
1346,",",",",",",O
1347,and,CC,and,O
1348,were,VBD,were,O
1349,then,RB,then,O
1350,inside,IN,inside,O
1351,the,DT,the,O
1352,gate,NN,gates,O
1353,of,IN,of,O
1354,a,DT,a,O
1355,large,JJ,large,O
1356,wild,JJ,wild,O
1357,park,NN,park,O
1358,--,:,--,O
1359,not,RB,not,O
1360,like,IN,like,O
1361,the,DT,the,O
1362,park,NN,parks,O
1363,here,RB,here,O
1364,in,IN,in,O
1365,the,DT,the,O
1366,south,NN,south,O
1367,",",",",",",O
1368,but,CC,but,O
1369,with,IN,with,O
1370,rock,NN,rocks,O
1371,",",",",",",O
1372,and,CC,and,O
1373,the,DT,the,O
1374,noise,NN,noise,O
1375,of,IN,of,O
1376,running,VBG,running,O
1377,water,NN,water,O
1378,",",",",",",O
1379,and,CC,and,O
1380,gnarled,VBD,gnarled,O
1381,thorn-trees,NNS,thorn-trees,O
1382,",",",",",",O
1383,and,CC,and,O
1384,old,JJ,old,O
1385,oak,NN,oaks,O
1386,",",",",",",O
1387,all,DT,all,O
1388,white,JJ,white,O
1389,and,CC,and,O
1390,peeled,VBN,peeled,O
1391,with,IN,with,O
1392,age,NN,age,O
1393,.,.,.,O
1394,The,DT,The,O
1395,road,NN,road,O
1396,went,VBD,went,O
1397,up,RB,up,O
1398,about,RB,about,O
1399,two,CD,two,O
1400,mile,NN,miles,O
1401,",",",",",",O
1402,and,CC,and,O
1403,then,RB,then,O
1404,we,PRP,we,O
1405,saw,VBD,saw,O
1406,a,DT,a,O
1407,great,JJ,great,O
1408,and,CC,and,O
1409,stately,JJ,stately,O
1410,house,NN,house,O
1411,",",",",",",O
1412,with,IN,with,O
1413,many,JJ,many,O
1414,tree,VBP,trees,O
1415,close,RB,close,O
1416,around,IN,around,O
1417,it,PRP,it,O
1418,",",",",",",O
1419,so,RB,so,O
1420,close,JJ,close,O
1421,that,IN,that,O
1422,in,IN,in,O
1423,some,DT,some,O
1424,place,VBP,places,O
1425,their,PRP$,their,O
1426,branch,NN,branches,O
1427,dragged,VBN,dragged,O
1428,against,IN,against,O
1429,the,DT,the,O
1430,wall,NN,walls,O
1431,when,WRB,when,O
1432,the,DT,the,O
1433,wind,NN,wind,O
1434,blew,NN,blew,O
1435,;,:,;,O
1436,and,CC,and,O
1437,some,DT,some,O
1438,hung,NN,hung,O
1439,broken,VBP,broken,O
1440,down,RP,down,O
1441,;,:,;,O
1442,for,IN,for,O
1443,no,DT,no,O
1444,one,NN,one,O
1445,seemed,VBD,seemed,O
1446,to,TO,to,O
1447,take,VB,take,O
1448,much,JJ,much,O
1449,charge,NN,charge,O
1450,of,IN,of,O
1451,the,DT,the,O
1452,place,NN,place,O
1453,;,:,;,O
1454,--,:,--,O
1455,to,TO,to,O
1456,lop,VB,lop,O
1457,the,DT,the,O
1458,wood,NN,wood,O
1459,",",",",",",O
1460,or,CC,or,O
1461,to,TO,to,O
1462,keep,VB,keep,O
1463,the,DT,the,O
1464,moss-covered,JJ,moss-covered,O
1465,carriage-way,NN,carriage-way,O
1466,in,IN,in,O
1467,order,NN,order,O
1468,.,.,.,O
1469,Only,RB,Only,O
1470,in,IN,in,O
1471,front,NN,front,O
1472,of,IN,of,O
1473,the,DT,the,O
1474,house,NN,house,O
1475,all,DT,all,O
1476,wa,VBP,was,O
1477,clear,JJ,clear,O
1478,.,.,.,O
1479,The,DT,The,O
1480,great,JJ,great,O
1481,oval,JJ,oval,O
1482,drive,NN,drive,O
1483,wa,NN,was,O
1484,without,IN,without,O
1485,a,DT,a,O
1486,weed,NN,weed,O
1487,;,:,;,O
1488,and,CC,and,O
1489,neither,DT,neither,O
1490,tree,JJ,tree,O
1491,nor,CC,nor,O
1492,creeper,JJ,creeper,O
1493,wa,NN,was,O
1494,allowed,VBD,allowed,O
1495,to,TO,to,O
1496,grow,VB,grow,O
1497,over,IN,over,O
1498,the,DT,the,O
1499,long,JJ,long,O
1500,",",",",",",O
1501,many-windowed,JJ,many-windowed,O
1502,front,NN,front,O
1503,;,:,;,O
1504,at,IN,at,O
1505,both,DT,both,O
1506,side,NN,sides,O
1507,of,IN,of,O
1508,which,WDT,which,O
1509,a,DT,a,O
1510,wing,NN,wing,O
1511,protected,VBN,protected,O
1512,",",",",",",O
1513,which,WDT,which,O
1514,were,VBD,were,O
1515,each,DT,each,O
1516,the,DT,the,O
1517,end,NN,ends,O
1518,of,IN,of,O
1519,other,JJ,other,O
1520,side,NN,side,O
1521,front,NN,fronts,O
1522,;,:,;,O
1523,for,IN,for,O
1524,the,DT,the,O
1525,house,NN,house,O
1526,",",",",",",O
1527,although,IN,although,O
1528,it,PRP,it,O
1529,wa,VBZ,was,O
1530,so,RB,so,O
1531,desolate,JJ,desolate,O
1532,",",",",",",O
1533,wa,JJ,was,O
1534,even,RB,even,O
1535,grander,JJR,grander,O
1536,than,IN,than,O
1537,I,PRP,I,O
1538,expected,VBD,expected,O
1539,.,.,.,O
1540,Behind,IN,Behind,O
1541,it,PRP,it,O
1542,rose,VBD,rose,O
1543,the,DT,the,O
1544,Fells,NNP,Fells,O
1545,;,:,;,O
1546,which,WDT,which,O
1547,seemed,VBD,seemed,O
1548,unenclosed,JJ,unenclosed,O
1549,and,CC,and,O
1550,bare,JJ,bare,O
1551,enough,RB,enough,O
1552,;,:,;,O
1553,and,CC,and,O
1554,on,IN,on,O
1555,the,DT,the,O
1556,left,JJ,left,O
1557,hand,NN,hand,O
1558,of,IN,of,O
1559,the,DT,the,O
1560,house,NN,house,O
1561,",",",",",",O
1562,a,DT,as,O
1563,you,PRP,you,O
1564,stood,VBD,stood,O
1565,facing,VBG,facing,O
1566,it,PRP,it,O
1567,",",",",",",O
1568,wa,VBZ,was,O
1569,a,DT,a,O
1570,little,JJ,little,O
1571,",",",",",",O
1572,old-fashioned,JJ,old-fashioned,O
1573,flower-garden,JJ,flower-garden,O
1574,",",",",",",O
1575,a,DT,as,O
1576,I,PRP,I,O
1577,found,VBD,found,O
1578,out,RP,out,O
1579,afterwards,NNS,afterwards,O
1580,.,.,.,O
1581,A,DT,A,O
1582,door,NN,door,O
1583,opened,VBN,opened,O
1584,out,RP,out,O
1585,upon,IN,upon,O
1586,it,PRP,it,O
1587,from,IN,from,O
1588,the,DT,the,O
1589,west,NN,west,O
1590,front,NN,front,O
1591,;,:,;,O
1592,it,PRP,it,O
1593,had,VBD,had,O
1594,been,VBN,been,O
1595,scooped,VBN,scooped,O
1596,out,IN,out,O
1597,of,IN,of,O
1598,the,DT,the,O
1599,thick,NN,thick,O
1600,",",",",",",O
1601,dark,JJ,dark,O
1602,wood,NN,wood,O
1603,for,IN,for,O
1604,some,DT,some,O
1605,old,JJ,old,O
1606,Lady,NNP,Lady,O
1607,Furnivall,NNP,Furnivall,O
1608,;,:,;,O
1609,but,CC,but,O
1610,the,DT,the,O
1611,branch,NN,branches,O
1612,of,IN,of,O
1613,the,DT,the,O
1614,great,JJ,great,O
1615,forest-trees,NNS,forest-trees,O
1616,had,VBD,had,O
1617,grown,VBN,grown,O
1618,and,CC,and,O
1619,overshadowed,VBD,overshadowed,O
1620,it,PRP,it,O
1621,again,RB,again,O
1622,",",",",",",O
1623,and,CC,and,O
1624,there,EX,there,O
1625,were,VBD,were,O
1626,very,RB,very,O
1627,few,JJ,few,O
1628,flower,NN,flowers,O
1629,that,WDT,that,O
1630,would,MD,would,O
1631,live,VB,live,O
1632,there,RB,there,O
1633,at,IN,at,O
1634,that,DT,that,O
1635,time,NN,time,O
1636,.,.,.,O
1637,When,WRB,When,O
1638,we,PRP,we,O
1639,drove,VBD,drove,O
1640,up,RB,up,O
1641,to,TO,to,O
1642,the,DT,the,O
1643,great,JJ,great,O
1644,front,JJ,front,O
1645,entrance,NN,entrance,O
1646,",",",",",",O
1647,and,CC,and,O
1648,went,VBD,went,O
1649,into,IN,into,O
1650,the,DT,the,O
1651,hall,NN,hall,O
1652,",",",",",",O
1653,I,PRP,I,O
1654,thought,VBD,thought,O
1655,we,PRP,we,O
1656,would,MD,would,O
1657,be,VB,be,O
1658,lost,VBN,lost,O
1659,--,:,--,O
1660,it,PRP,it,O
1661,wa,VBZ,was,O
1662,so,RB,so,O
1663,large,JJ,large,O
1664,",",",",",",O
1665,and,CC,and,O
1666,vast,JJ,vast,O
1667,and,CC,and,O
1668,grand,JJ,grand,O
1669,.,.,.,O
1670,There,EX,There,O
1671,wa,VBZ,was,O
1672,a,DT,a,O
1673,chandelier,JJR,chandelier,O
1674,all,DT,all,O
1675,of,IN,of,O
1676,bronze,NN,bronze,O
1677,",",",",",",O
1678,hung,VBD,hung,O
1679,down,RB,down,O
1680,from,IN,from,O
1681,the,DT,the,O
1682,middle,NN,middle,O
1683,of,IN,of,O
1684,the,DT,the,O
1685,ceiling,NN,ceiling,O
1686,;,:,;,O
1687,and,CC,and,O
1688,I,PRP,I,O
1689,had,VBD,had,O
1690,never,RB,never,O
1691,seen,VBN,seen,O
1692,one,CD,one,O
1693,before,IN,before,O
1694,",",",",",",O
1695,and,CC,and,O
1696,looked,VBD,looked,O
1697,at,IN,at,O
1698,it,PRP,it,O
1699,all,DT,all,O
1700,in,IN,in,O
1701,amaze,NN,amaze,O
1702,.,.,.,O
1703,Then,RB,Then,O
1704,",",",",",",O
1705,at,IN,at,O
1706,one,CD,one,O
1707,end,NN,end,O
1708,of,IN,of,O
1709,the,DT,the,O
1710,hall,NN,hall,O
1711,",",",",",",O
1712,wa,VBP,was,O
1713,a,DT,a,O
1714,great,JJ,great,O
1715,fire-place,NN,fire-place,O
1716,",",",",",",O
1717,a,DT,as,O
1718,large,JJ,large,O
1719,a,DT,as,O
1720,the,DT,the,O
1721,side,NN,sides,O
1722,of,IN,of,O
1723,the,DT,the,O
1724,house,NN,houses,O
1725,in,IN,in,O
1726,my,PRP$,my,O
1727,country,NN,country,O
1728,",",",",",",O
1729,with,IN,with,O
1730,massy,JJ,massy,O
1731,andiron,NN,andirons,O
1732,and,CC,and,O
1733,dog,NN,dogs,O
1734,to,TO,to,O
1735,hold,VB,hold,O
1736,the,DT,the,O
1737,wood,NN,wood,O
1738,;,:,;,O
1739,and,CC,and,O
1740,by,IN,by,O
1741,it,PRP,it,O
1742,were,VBD,were,O
1743,heavy,JJ,heavy,O
1744,",",",",",",O
1745,old-fashioned,JJ,old-fashioned,O
1746,sofa,NN,sofas,O
1747,.,.,.,O
1748,At,IN,At,O
1749,the,DT,the,O
1750,opposite,JJ,opposite,O
1751,end,NN,end,O
1752,of,IN,of,O
1753,the,DT,the,O
1754,hall,NN,hall,O
1755,",",",",",",O
1756,to,TO,to,O
1757,the,DT,the,O
1758,left,NN,left,O
1759,a,DT,as,O
1760,you,PRP,you,O
1761,went,VBD,went,O
1762,in,IN,in,O
1763,--,:,--,O
1764,on,IN,on,O
1765,the,DT,the,O
1766,western,JJ,western,O
1767,side,NN,side,O
1768,--,:,--,O
1769,wa,VBP,was,O
1770,an,DT,an,O
1771,organ,JJ,organ,O
1772,built,VBN,built,O
1773,into,IN,into,O
1774,the,DT,the,O
1775,wall,NN,wall,O
1776,",",",",",",O
1777,and,CC,and,O
1778,so,RB,so,O
1779,large,JJ,large,O
1780,that,IN,that,O
1781,it,PRP,it,O
1782,filled,VBD,filled,O
1783,up,RP,up,O
1784,the,DT,the,O
1785,best,JJS,best,O
1786,part,NN,part,O
1787,of,IN,of,O
1788,that,DT,that,O
1789,end,NN,end,O
1790,.,.,.,O
1791,Beyond,IN,Beyond,O
1792,it,PRP,it,O
1793,",",",",",",O
1794,on,IN,on,O
1795,the,DT,the,O
1796,same,JJ,same,O
1797,side,NN,side,O
1798,",",",",",",O
1799,wa,VBP,was,O
1800,a,DT,a,O
1801,door,NN,door,O
1802,;,:,;,O
1803,and,CC,and,O
1804,opposite,RB,opposite,O
1805,",",",",",",O
1806,on,IN,on,O
1807,each,DT,each,O
1808,side,NN,side,O
1809,of,IN,of,O
1810,the,DT,the,O
1811,fire-place,NN,fire-place,O
1812,",",",",",",O
1813,were,VBD,were,O
1814,also,RB,also,O
1815,door,JJ,doors,O
1816,leading,VBG,leading,O
1817,to,TO,to,O
1818,the,DT,the,O
1819,east,JJ,east,O
1820,front,NN,front,O
1821,;,:,;,O
1822,but,CC,but,O
1823,those,DT,those,O
1824,I,PRP,I,O
1825,never,RB,never,O
1826,went,VBD,went,O
1827,through,IN,through,O
1828,a,DT,as,O
1829,long,JJ,long,O
1830,a,DT,as,O
1831,I,PRP,I,O
1832,stayed,VBD,stayed,O
1833,in,IN,in,O
1834,the,DT,the,O
1835,house,NN,house,O
1836,",",",",",",O
1837,so,IN,so,O
1838,I,PRP,I,O
1839,ca,MD,ca,O
1840,n't,RB,n't,O
1841,tell,VB,tell,O
1842,you,PRP,you,O
1843,what,WP,what,O
1844,lay,VBD,lay,O
1845,beyond,IN,beyond,O
1846,.,.,.,O
1847,The,DT,The,O
1848,afternoon,NN,afternoon,O
1849,wa,NN,was,O
1850,closing,NN,closing,O
1851,in,IN,in,O
1852,",",",",",",O
1853,and,CC,and,O
1854,the,DT,the,O
1855,hall,NN,hall,O
1856,",",",",",",O
1857,which,WDT,which,O
1858,had,VBD,had,O
1859,no,DT,no,O
1860,fire,NN,fire,O
1861,lighted,VBN,lighted,O
1862,in,IN,in,O
1863,it,PRP,it,O
1864,",",",",",",O
1865,looked,VBD,looked,O
1866,dark,NN,dark,O
1867,and,CC,and,O
1868,gloomy,JJ,gloomy,O
1869,",",",",",",O
1870,but,CC,but,O
1871,we,PRP,we,O
1872,did,VBD,did,O
1873,not,RB,not,O
1874,stay,VB,stay,O
1875,there,RB,there,O
1876,a,DT,a,O
1877,moment,NN,moment,O
1878,.,.,.,O
1879,The,DT,The,O
1880,old,JJ,old,O
1881,servant,NN,servant,O
1882,",",",",",",O
1883,who,WP,who,O
1884,had,VBD,had,O
1885,opened,VBN,opened,O
1886,the,DT,the,O
1887,door,NN,door,O
1888,for,IN,for,O
1889,u,NN,us,O
1890,",",",",",",O
1891,bowed,VBD,bowed,O
1892,to,TO,to,O
1893,Mr.,NNP,Mr.,O
1894,Henry,NNP,Henry,O
1895,",",",",",",O
1896,and,CC,and,O
1897,took,VBD,took,O
1898,u,NN,us,O
1899,in,IN,in,O
1900,through,IN,through,O
1901,the,DT,the,O
1902,door,NN,door,O
1903,at,IN,at,O
1904,the,DT,the,O
1905,further,JJ,further,O
1906,side,NN,side,O
1907,of,IN,of,O
1908,the,DT,the,O
1909,great,JJ,great,O
1910,organ,NN,organ,O
1911,",",",",",",O
1912,and,CC,and,O
1913,led,VBD,led,O
1914,u,NNS,us,O
1915,through,IN,through,O
1916,several,JJ,several,O
1917,smaller,JJR,smaller,O
1918,hall,NN,halls,O
1919,and,CC,and,O
1920,passage,NN,passages,O
1921,into,IN,into,O
1922,the,DT,the,O
1923,west,JJS,west,O
1924,drawing-room,NN,drawing-room,O
1925,",",",",",",O
1926,where,WRB,where,O
1927,he,PRP,he,O
1928,said,VBD,said,O
1929,that,IN,that,O
1930,Miss,NNP,Miss,O
1931,Furnivall,NNP,Furnivall,O
1932,wa,VBD,was,O
1933,sitting,VBG,sitting,O
1934,.,.,.,O
1935,Poor,NNP,Poor,O
1936,little,JJ,little,O
1937,Miss,NNP,Miss,O
1938,Rosamond,NNP,Rosamond,O
1939,held,VBD,held,O
1940,very,RB,very,O
1941,tight,JJ,tight,O
1942,to,TO,to,O
1943,me,PRP,me,O
1944,",",",",",",O
1945,a,DT,as,O
1946,if,IN,if,O
1947,she,PRP,she,O
1948,were,VBD,were,O
1949,scared,VBN,scared,O
1950,and,CC,and,O
1951,lost,VBN,lost,O
1952,in,IN,in,O
1953,that,DT,that,O
1954,great,JJ,great,O
1955,place,NN,place,O
1956,;,:,;,O
1957,and,CC,and,O
1958,a,DT,as,O
1959,for,IN,for,O
1960,myself,NN,myself,O
1961,",",",",",",O
1962,I,PRP,I,O
1963,wa,VBP,was,O
1964,not,RB,not,O
1965,much,RB,much,O
1966,better,RBR,better,O
1967,.,.,.,O
1968,The,DT,The,O
1969,west,JJS,west,O
1970,drawing-room,JJ,drawing-room,O
1971,wa,JJ,was,O
1972,very,RB,very,O
1973,cheerful-looking,JJ,cheerful-looking,O
1974,",",",",",",O
1975,with,IN,with,O
1976,a,DT,a,O
1977,warm,JJ,warm,O
1978,fire,NN,fire,O
1979,in,IN,in,O
1980,it,PRP,it,O
1981,",",",",",",O
1982,and,CC,and,O
1983,plenty,NN,plenty,O
1984,of,IN,of,O
1985,good,JJ,good,O
1986,",",",",",",O
1987,comfortable,JJ,comfortable,O
1988,furniture,NN,furniture,O
1989,about,IN,about,O
1990,.,.,.,O
1991,Miss,NNP,Miss,O
1992,Furnivall,NNP,Furnivall,O
1993,wa,VBD,was,O
1994,an,DT,an,O
1995,old,JJ,old,O
1996,lady,NN,lady,O
1997,not,RB,not,O
1998,far,RB,far,O
1999,from,IN,from,O
2000,eighty,JJ,eighty,O
2001,",",",",",",O
2002,I,PRP,I,O
2003,should,MD,should,O
2004,think,VB,think,O
2005,",",",",",",O
2006,but,CC,but,O
2007,I,PRP,I,O
2008,do,VBP,do,O
2009,not,RB,not,O
2010,know,VB,know,O
2011,.,.,.,O
2012,She,PRP,She,O
2013,wa,VBD,was,O
2014,thin,JJ,thin,O
2015,and,CC,and,O
2016,tall,JJ,tall,O
2017,",",",",",",O
2018,and,CC,and,O
2019,had,VBD,had,O
2020,a,DT,a,O
2021,face,NN,face,O
2022,a,DT,as,O
2023,full,JJ,full,O
2024,of,IN,of,O
2025,fine,JJ,fine,O
2026,wrinkle,NN,wrinkles,O
2027,a,DT,as,O
2028,if,IN,if,O
2029,they,PRP,they,O
2030,had,VBD,had,O
2031,been,VBN,been,O
2032,drawn,VBN,drawn,O
2033,all,DT,all,O
2034,over,IN,over,O
2035,it,PRP,it,O
2036,with,IN,with,O
2037,a,DT,a,O
2038,needle,NN,needle,O
2039,'s,POS,'s,O
2040,point,NN,point,O
2041,.,.,.,O
2042,Her,PRP$,Her,O
2043,eye,NN,eyes,O
2044,were,VBD,were,O
2045,very,RB,very,O
2046,watchful,JJ,watchful,O
2047,",",",",",",O
2048,to,TO,to,O
2049,make,VB,make,O
2050,up,RP,up,O
2051,",",",",",",O
2052,I,PRP,I,O
2053,suppose,VBP,suppose,O
2054,",",",",",",O
2055,for,IN,for,O
2056,her,PRP$,her,O
2057,being,VBG,being,O
2058,so,RB,so,O
2059,deaf,VB,deaf,O
2060,a,DT,as,O
2061,to,TO,to,O
2062,be,VB,be,O
2063,obliged,VBN,obliged,O
2064,to,TO,to,O
2065,use,VB,use,O
2066,a,DT,a,O
2067,trumpet,NN,trumpet,O
2068,.,.,.,O
2069,Sitting,VBG,Sitting,O
2070,with,IN,with,O
2071,her,PRP,her,O
2072,",",",",",",O
2073,working,VBG,working,O
2074,at,IN,at,O
2075,the,DT,the,O
2076,same,JJ,same,O
2077,great,JJ,great,O
2078,piece,NN,piece,O
2079,of,IN,of,O
2080,tapestry,NN,tapestry,O
2081,",",",",",",O
2082,wa,WP,was,O
2083,Mrs.,NNP,Mrs.,O
2084,Stark,NNP,Stark,O
2085,",",",",",",O
2086,her,PRP$,her,O
2087,maid,NN,maid,O
2088,and,CC,and,O
2089,companion,NN,companion,O
2090,",",",",",",O
2091,and,CC,and,O
2092,almost,RB,almost,O
2093,a,DT,as,O
2094,old,JJ,old,O
2095,a,DT,as,O
2096,she,PRP,she,O
2097,wa,NN,was,O
2098,.,.,.,O
2099,She,PRP,She,O
2100,had,VBD,had,O
2101,lived,VBN,lived,O
2102,with,IN,with,O
2103,Miss,NNP,Miss,O
2104,Furnivall,NNP,Furnivall,O
2105,ever,RB,ever,O
2106,since,IN,since,O
2107,they,PRP,they,O
2108,both,DT,both,O
2109,were,VBD,were,O
2110,young,JJ,young,O
2111,",",",",",",O
2112,and,CC,and,O
2113,now,RB,now,O
2114,she,PRP,she,O
2115,seemed,VBD,seemed,O
2116,more,RBR,more,O
2117,like,IN,like,O
2118,a,DT,a,O
2119,friend,NN,friend,O
2120,than,IN,than,O
2121,a,DT,a,O
2122,servant,NN,servant,O
2123,;,:,;,O
2124,she,PRP,she,O
2125,looked,VBD,looked,O
2126,so,RB,so,O
2127,cold,JJ,cold,O
2128,",",",",",",O
2129,and,CC,and,O
2130,grey,NN,grey,O
2131,",",",",",",O
2132,and,CC,and,O
2133,stony,NN,stony,O
2134,",",",",",",O
2135,a,DT,as,O
2136,if,IN,if,O
2137,she,PRP,she,O
2138,had,VBD,had,O
2139,never,RB,never,O
2140,loved,VBN,loved,O
2141,or,CC,or,O
2142,cared,VBN,cared,O
2143,for,IN,for,O
2144,any,DT,any,O
2145,one,CD,one,O
2146,;,:,;,O
2147,and,CC,and,O
2148,I,PRP,I,O
2149,do,VBP,do,O
2150,n't,RB,n't,O
2151,suppose,VB,suppose,O
2152,she,PRP,she,O
2153,did,VBD,did,O
2154,care,VB,care,O
2155,for,IN,for,O
2156,any,DT,any,O
2157,one,CD,one,O
2158,",",",",",",O
2159,except,IN,except,O
2160,her,PRP$,her,O
2161,mistress,NN,mistress,O
2162,;,:,;,O
2163,and,CC,and,O
2164,",",",",",",O
2165,owing,VBG,owing,O
2166,to,TO,to,O
2167,the,DT,the,O
2168,great,JJ,great,O
2169,deafness,NN,deafness,O
2170,of,IN,of,O
2171,the,DT,the,O
2172,latter,NN,latter,O
2173,",",",",",",O
2174,Mrs.,NNP,Mrs.,O
2175,Stark,NNP,Stark,O
2176,treated,VBD,treated,O
2177,her,PRP$,her,O
2178,very,RB,very,O
2179,much,RB,much,O
2180,a,DT,as,O
2181,if,IN,if,O
2182,she,PRP,she,O
2183,were,VBD,were,O
2184,a,DT,a,O
2185,child,NN,child,O
2186,.,.,.,O
2187,Mr.,NNP,Mr.,O
2188,Henry,NNP,Henry,O
2189,gave,VBD,gave,O
2190,some,DT,some,O
2191,message,NN,message,O
2192,from,IN,from,O
2193,my,PRP$,my,O
2194,lord,NN,lord,O
2195,",",",",",",O
2196,and,CC,and,O
2197,then,RB,then,O
2198,he,PRP,he,O
2199,bowed,VBD,bowed,O
2200,good-by,JJ,good-by,O
2201,to,TO,to,O
2202,u,VB,us,O
2203,all,DT,all,O
